"","book","lc","wc","words.per.line","cover","overlap","wover","title","author","date1_src","date2_src","date_types_src","language_src","language_gen","ocr_score_src","ocr_score_gen","year","year2"
"15","32044059396614",65744,600833,9.13897846191287,0.3,0.25,0.018640350877193,"Themis.","","1890","19uu","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1890,NA
"16","32044059396580",76534,600790,7.84997517443228,0.428571428571429,0.380952380952381,0.0258189446506374,"Themis.","","1890","19uu","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1890,NA
"17","32044059396556",75807,587585,7.75106520506022,0.380952380952381,0.380952380952381,0.0308688703843889,"Themis.","","1890","19uu","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1890,NA
"18","32044059396515",81159,586687,7.22885939945046,0.303030303030303,0.272727272727273,0.0360267143260277,"Themis.","","1890","19uu","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1890,NA
"19","32044059396481",80179,583313,7.27513438680951,0.476190476190476,0.428571428571429,0.0359683794466403,"Themis.","","1890","19uu","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1890,NA
"20","32044059396564",74578,581706,7.79996781892783,0.387096774193548,0.258064516129032,0.0347883890981609,"Themis.","","1890","19uu","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1890,NA
"21","32044059396499",80181,581640,7.25408762674449,0.321428571428571,0.285714285714286,0.0289449880766384,"Themis.","","1890","19uu","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1890,NA
"22","32044059396507",80451,580755,7.21874184286087,0.483870967741935,0.32258064516129,0.0264969029593944,"Themis.","","1890","19uu","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1890,NA
"23","32044098648645",52920,578351,10.9287792894936,0.4,0.35,0.0645259431353026,"Pandōra Syngramma periodikon.","","1850","1872","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1850,1872
"24","32044059396549",64872,575284,8.86798618818597,0.483870967741935,0.428571428571429,0.0307461567304087,"Themis.","","1890","19uu","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1890,NA
"25","32044059396622",61464,575236,9.35890928022908,0.379310344827586,0.344827586206897,0.0227711308375145,"Themis.","","1890","19uu","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1890,NA
"26","32044057029472",55946,559900,10.0078647267007,0.571428571428571,0.428571428571429,0.0427702570139298,"Neoteroi kodikes tes Hellenikes nomothesias.","Greece.","1914","1915","Multiple dates","ell","ell",87,100,1914,1915
"27","32044015684954",88541,559767,6.3221219548006,0.391304347826087,0.3,0.0678249678249678,"Syngramma periodikon.","Hellēnikos Philologikos Syllogos (Istanbul, Turkey)","1863","1911","Continuing resource ceased publication (Dead status)","ell","ell",86,99,1863,1911
"28","32044057034605",79290,550833,6.94706772606886,0.304347826086957,0.181818181818182,0.0225974355719182,"Kōdix Themidos.","Greece.","1891","1955","Multiple dates","ell","ell",87,100,1891,1955
"29","32044059396440",77513,535390,6.90709945428509,0.347826086956522,0.304347826086957,0.0229477611940299,"Themis.","","1890","19uu","Continuing resource ceased publication (Dead status)","ell","ell",87,99,1890,NA
"30","hnjwq4",51443,534161,10.3835507260463,0.388888888888889,0.315789473684211,0.0647240123283833,"Ephēmeris tōn mathētōn. Philologikē kai tōn eidēseōn.","","1852","1868","Multiple dates","ell","ell",87,100,1852,1868
"31","32044092925270",75047,531190,7.0780977254254,0.0833333333333333,0.0833333333333333,0.0146916682775952,"Ho Noumas [Ephēmeris politikē, koinōnikē, philologikē]","","1903","uuuu","Continuing resource status unknown","ell","ell",88,100,1903,NA
"32","32044059396465",70567,530674,7.52014397664631,0.442307692307692,0.403846153846154,0.0437017994858612,"Themis.","","1890","19uu","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1890,NA
"33","32044059396457",70315,524830,7.46398350280879,0.478260869565217,0.434782608695652,0.0324155078736532,"Themis.","","1890","19uu","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1890,NA
"34","32044059396473",74538,516619,6.93094797284606,0.404761904761905,0.261904761904762,0.0376207081545064,"Themis.","","1890","19uu","Continuing resource ceased publication (Dead status)","ell","ell",87,99,1890,NA
"35","32044083475665",72939,515618,7.06916738644621,0.0909090909090909,0.0909090909090909,0.0209863588667366,"Ho Noumas [Ephēmeris politikē, koinōnikē, philologikē]","","1903","uuuu","Continuing resource status unknown","ell","ell",88,100,1903,NA
"36","32044098648900",75663,514956,6.80591570516633,0.242424242424242,0.242424242424242,0.0280713914399584,"Panathēnaia: dekapenthēmeron eikonographēmenon periodikon.","","1900","uuuu","Continuing resource status unknown","ell","ell",86,100,1900,NA
"37","32044057034555",66872,506223,7.57002930972604,0.27906976744186,0.186046511627907,0.0284202569916856,"Kōdix Themidos.","Greece.","1891","1955","Multiple dates","ell","ell",87,100,1891,1955
"38","hndc1h",74027,501415,6.77340700014859,0.285714285714286,0.285714285714286,0.0404515522107244,"Lexikon homērikon","Pantazidēs, I.","1874","","Single known date/probable date","ell","ell",86,100,1874,NA
"39","32044098648694",73441,494724,6.73634618265002,0.380952380952381,0.30952380952381,0.0282359268555038,"Panathēnaia: dekapenthēmeron eikonographēmenon periodikon.","","1900","uuuu","Continuing resource status unknown","ell","ell",87,100,1900,NA
"40","32044057039265",59952,492113,8.20845009340806,0.285714285714286,0.285714285714286,0.0481777333999001,"Sylloge kai kodikopoiesis ton dikastekon nomon kai ton ektelestikon auton diatagmaton, ...","Greece.","1920","","Single known date/probable date","ell","ell",88,100,1920,NA
"41","hnli5b",50963,482461,9.4668877420874,0.347826086956522,0.266666666666667,0.0615921787709497,"Astēr tēs Anatolēs.","","1858","9999","Continuing resource status unknown","ell","ell",86,100,1858,9999
"42","32044098648876",68248,461598,6.76353885828156,0.333333333333333,0.285714285714286,0.0203953561342956,"Panathēnaia: dekapenthēmeron eikonographēmenon periodikon.","","1900","uuuu","Continuing resource status unknown","ell","ell",85,100,1900,NA
"43","32044083857391",67905,460614,6.78321184007069,0.24390243902439,0.219512195121951,0.0186214923057028,"Panathēnaia: dekapenthēmeron eikonographēmenon periodikon.","","1900","uuuu","Continuing resource status unknown","ell","ell",85,99,1900,NA
"44","32044089879522",40200,459729,11.4360447761194,0.375,0.222222222222222,0.0574980574980575,"Pandōra Syngramma periodikon.","","1850","1872","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1850,1872
"45","32044098648272",44672,459564,10.2875179083095,0.363636363636364,0.318181818181818,0.0386841733728646,"Hellēnismos: mēniaia ethnikē epitheōrēsis.","","1898","19uu","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1898,NA
"46","32044098648496",41328,458842,11.1024487030585,0.352941176470588,0.294117647058824,0.0726435152374203,"Pandōra Syngramma periodikon.","","1850","1872","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1850,1872
"47","32044098648868",67486,458660,6.79637258097976,0.23943661971831,0.197183098591549,0.0271970083290838,"Panathēnaia: dekapenthēmeron eikonographēmenon periodikon.","","1900","uuuu","Continuing resource status unknown","ell","ell",86,99,1900,NA
"48","32044024415812",78615,451232,5.73976976403994,0.1,0.1,0.0261682242990654,"Lexikon tourko-hellēnikon","Chlōros, I.","1899","","Single known date/probable date","ell","ell",0,97,1899,NA
"49","32044098648892",66949,449223,6.70992845300154,0.227272727272727,0.181818181818182,0.0656586868262635,"Panathēnaia: dekapenthēmeron eikonographēmenon periodikon.","","1900","uuuu","Continuing resource status unknown","ell","ell",85,99,1900,NA
"50","32044095329603",65430,446425,6.82294054714963,0.380952380952381,0.285714285714286,0.02022361065439,"Panathenaia.","","1900","1915","Continuing resource ceased publication (Dead status)","ell","ell",85,100,1900,1915
"51","32044059718882",72947,445286,6.10424006470451,0.173913043478261,0.173913043478261,0.0251282051282051,"Episēmos ephēmeris tēs Krētikēs politeias.","Crete (Greece)","1uuu","19uu","Continuing resource ceased publication (Dead status)","ell","ell",85,96,NA,NA
"52","32044059396598",56293,445246,7.90943811841614,0.272727272727273,0.227272727272727,0.0284052784611944,"Themis.","","1890","19uu","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1890,NA
"53","32044098648546",37613,442632,11.7680589158004,0.333333333333333,0.285714285714286,0.0354162803634341,"Pandōra Syngramma periodikon.","","1850","1872","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1850,1872
"54","32044088809702",40567,442096,10.8979219562699,0.5,0.434782608695652,0.0792430514488468,"Encheiridion tēs genikēs historias","Paparrēgopoulos, K.","1849","9999","Multiple dates","ell","ell",86,100,1849,9999
"55","32044095329611",64013,438592,6.85160826707075,0.15625,0.125,0.0311838306063523,"Panathenaia.","","1900","1915","Continuing resource ceased publication (Dead status)","ell","ell",85,100,1900,1915
"56","32044098648850",65614,438573,6.68413753162435,0.125,0.125,0.0486779661016949,"Panathēnaia: dekapenthēmeron eikonographēmenon periodikon.","","1900","uuuu","Continuing resource status unknown","ell","ell",85,100,1900,NA
"57","32044089018303",65023,437632,6.73041846731157,0.108108108108108,0.0952380952380952,0.0153564384333615,"Ho Rōmēos.","Sourēs, Geōrgios","1883","1918","Multiple dates","ell","ell",86,100,1883,1918
"58","32044089266720",49591,436662,8.80526708475328,0.260869565217391,0.260869565217391,0.043711879175138,"Heureterion tes Hellenikes nomologias.","Iōannidēs, N.","1846","1857","Multiple dates","ell","ell",87,100,1846,1857
"59","32044098648686",38692,434041,11.2178486508839,0.32,0.24,0.0298013245033113,"Pandōra Syngramma periodikon.","","1850","1872","Continuing resource ceased publication (Dead status)","ell","ell",86,99,1850,1872
"60","32044098648884",65608,434013,6.61524509206194,0.214285714285714,0.214285714285714,0.0699352179034158,"Panathēnaia: dekapenthēmeron eikonographēmenon periodikon.","","1900","uuuu","Continuing resource status unknown","ell","ell",85,100,1900,NA
"61","32044098648777",43129,431513,10.0051705349069,0.4,0.304347826086957,0.0523083439220669,"Parnassos : syngramma periodikon kata mēna ekdidomenon.","Philologikos Syllogos ""Parnassos.""","1877","1895","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1877,1895
"62","32044083725986",45800,429200,9.37117903930131,0.25,0.25,0.0269662921348315,"Politikē epitheōrēsis. Dekapenthēmeron periodikon. Idrythē en Kōnstantinoupolei tēo 1910.","","1910","uuuu","Continuing resource status unknown","ell","ell",87,100,1910,NA
"63","32044095329629",62065,429197,6.91528236526223,0.1,0.1,0.0164307381193124,"Panathenaia.","","1900","1915","Continuing resource ceased publication (Dead status)","ell","ell",85,100,1900,1915
"64","32044083475681",59401,428496,7.21361593239171,0.105263157894737,0.105263157894737,0.0346441947565543,"Ho Noumas [Ephēmeris politikē, koinōnikē, philologikē]","","1903","uuuu","Continuing resource status unknown","ell","ell",88,100,1903,NA
"65","32044098648116",63045,427521,6.78120390197478,0.379310344827586,0.243243243243243,0.0516129032258065,"Hestia.","","1876","1895","Continuing resource ceased publication (Dead status)","ell","ell",87,99,1876,1895
"66","32044098648132",62392,427425,6.85063790229517,0.5,0.35,0.0369609856262834,"Hestia.","","1876","1895","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1876,1895
"67","32044073498685",53440,420579,7.87011601796407,0.709677419354839,0.4,0.07749114820435,"Patrologiae cursus completus ; omnium SS patrum, doctorum scriptorumque ecclesiasticorum.","Migne, J.-P.","1857","1887","Multiple dates","ell","ell",88,98,1857,1887
"68","32044090224114",62736,416171,6.63368719714359,0.333333333333333,0.3,0.0203262233375157,"Panathēnaia: dekapenthēmeron eikonographēmenon periodikon.","","1900","uuuu","Continuing resource status unknown","ell","ell",84,100,1900,NA
"69","32044092863521",41782,415412,9.94236752668613,0.380952380952381,0.380952380952381,0.080895008605852,"Syngramma periodikon.","Hellēnikos Philologikos Syllogos (Istanbul, Turkey)","1863","1911","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1863,1911
"70","32044098648124",61186,414253,6.77038865099859,0.227272727272727,0.181818181818182,0.0215746707761278,"Hestia.","","1876","1895","Continuing resource ceased publication (Dead status)","ell","ell",87,99,1876,1895
"71","32044083726273",44673,413492,9.25597116826719,0.379310344827586,0.310344827586207,0.0246589716684155,"Politikē epitheōrēsis. Dekapenthēmeron periodikon. Idrythē en Kōnstantinoupolei tēo 1910.","","1910","uuuu","Continuing resource status unknown","ell","ell",87,100,1910,NA
"72","32044081781700",42660,413341,9.68919362400375,0.404761904761905,0.4,0.0811991264641652,"Dokimion ekklēsiastikou dikaiou","Christodoulou, Apostolos.","1896","","Single known date/probable date","ell","ell",87,99,1896,NA
"73","32044089266738",47629,413061,8.67246845409309,0.35,0.3,0.0282911572362809,"Heureterion tes Hellenikes nomologias.","Iōannidēs, N.","1846","1857","Multiple dates","ell","ell",87,100,1846,1857
"74","hnunt2",43461,410783,9.45176134925565,0.423076923076923,0.4,0.0241513384178256,"Historia tou synchronou Hellēnismou : apo tēs hydryseōs tou vasileiou tēs Hellados mechri t/\ma\on hēmerōn mas, 1832-1892","Kyriakidēs, Epameinōndas K.","1892","","Single known date/probable date","ell","ell",84,100,1892,NA
"75","32044098648629",43328,410726,9.47945901033973,0.418604651162791,0.395348837209302,0.0674177305325263,"Parnassos : syngramma periodikon kata mēna ekdidomenon.","Philologikos Syllogos ""Parnassos.""","1877","1895","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1877,1895
"76","32044098648637",36664,410035,11.1835860789876,0.756756756756757,0.540540540540541,0.0971808927173062,"Pandōra Syngramma periodikon.","","1850","1872","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1850,1872
"77","32044085092047",50158,408671,8.14767335220703,0.875477463712758,0.238095238095238,0.0418190316460917,"A complete concordance to the comedies and fragments of Aristophanes,","Dunbar, Henry","1883","","Single known date/probable date","eng","ell",86,100,1883,NA
"78","32044015488695",58275,408250,7.00557700557701,0.260869565217391,0.217391304347826,0.0392228739002933,"Hestia.","","1876","1895","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1876,1895
"79","32044098648181",58488,406435,6.94903228012584,0.4,0.36,0.0297408716136631,"Hestia.","","1876","1895","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1876,1895
"80","32044098648157",57764,405398,7.0181774115366,0.380952380952381,0.285714285714286,0.063193588162762,"Hestia.","","1876","1895","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1876,1895
"81","ah62wp",63171,404439,6.40228902502731,0.432432432432432,0.351351351351351,0.0774342675527304,"Lexikon tōn Hagiōn Graphōn : periechon 300 eikonas, 12 geōgraphikous chartas, chronologikous pinakas : kai pan to eis vatheian katanoēsin tōn Hagiōn Graphōn ephikton voēthēma historikon, ethnologikon, archaiologikon, theologikon ktl.","Kōnstantinou, G.","1888","","Single known date/probable date","ell","ell",84,100,1888,NA
"82","32044098648660",39405,403875,10.2493338408831,0.368421052631579,0.263157894736842,0.0625957797948839,"Pandōra Syngramma periodikon.","","1850","1872","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1850,1872
"83","32044098648108",59637,399937,6.70618911078693,0.394736842105263,0.368421052631579,0.0684052156469408,"Hestia.","","1876","1895","Continuing resource ceased publication (Dead status)","ell","ell",87,99,1876,1895
"84","32044098648215",58007,398282,6.86610236695571,0.347826086956522,0.347826086956522,0.0256566890653635,"Hestia.","","1876","1895","Continuing resource ceased publication (Dead status)","ell","ell",87,99,1876,1895
"85","32044082497173",37118,397031,10.6964545503529,0.45,0.317073170731707,0.0905039424065821,"Pandōra Syngramma periodikon.","","1850","1872","Continuing resource ceased publication (Dead status)","ell","ell",86,99,1850,1872
"86","32044098648512",53002,396847,7.48739670201125,0.576923076923077,0.442307692307692,0.0802377414561664,"Pandōra Syngramma periodikon.","","1850","1872","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1850,1872
"87","32044098648199",57356,394240,6.8735616151754,0.35,0.35,0.0874078624078624,"Hestia.","","1876","1895","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1876,1895
"88","32044095329637",55933,393281,7.03128743317898,0.238095238095238,0.19047619047619,0.0230898404701931,"Panathenaia.","","1900","1915","Continuing resource ceased publication (Dead status)","ell","ell",85,100,1900,1915
"89","32044098909294",56526,392931,6.9513321303471,0.355555555555556,0.333333333333333,0.081160269557574,"Ekklēsiastikē alētheia.","","1881","1923","Continuing resource ceased publication (Dead status)","ell","ell",0,100,1881,1923
"90","32044098648611",42537,391567,9.20532712697181,0.242424242424242,0.2,0.0676359039190898,"Parnassos : syngramma periodikon kata mēna ekdidomenon.","Philologikos Syllogos ""Parnassos.""","1877","1895","Continuing resource ceased publication (Dead status)","ell","ell",87,98,1877,1895
"91","32044058204173",56463,391012,6.92510139383313,0.36,0.32,0.037713612256924,"Hestia.","","1876","1895","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1876,1895
"92","32044098648207",57770,387795,6.71274017656223,0.292682926829268,0.170731707317073,0.0170557326212421,"Hestia.","","1876","1895","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1876,1895
"93","hnnqbs",40136,384557,9.58134841538768,0.476190476190476,0.428571428571429,0.0617084964310384,"Lexikon enkyklopaideias periechon ta Kyriōtera ton epistēmōn kai technōn.","","1861","1864","Multiple dates","ell","ell",86,100,1861,1864
"94","32044098910599",55721,382187,6.85894007645232,0.347826086956522,0.25,0.0800988875154512,"Ekklēsiastikē alētheia.","","1881","1923","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1881,1923
"95","32044098648173",57276,380685,6.64650115231511,0.347826086956522,0.347826086956522,0.0258904410151393,"Hestia.","","1876","1895","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1876,1895
"96","32044098648090",58364,379266,6.49828661503667,0.24,0.2,0.0270459081836327,"Hestia.","","1876","1895","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1876,1895
"97","32044098648165",56424,378424,6.70679143626825,0.235294117647059,0.176470588235294,0.0218522372528616,"Hestia.","","1876","1895","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1876,1895
"98","32044098648603",39318,375046,9.53878630652627,0.391304347826087,0.326086956521739,0.0404963338973491,"Parnassos : syngramma periodikon kata mēna ekdidomenon.","Philologikos Syllogos ""Parnassos.""","1877","1895","Continuing resource ceased publication (Dead status)","ell","ell",86,98,1877,1895
"99","32044098648264",53238,374610,7.036515271047,0.357142857142857,0.304347826086957,0.0297602256699577,"Hestia.","","1876","1895","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1876,1895
"100","32044122919244",61593,372267,6.04398227071258,0.4,0.35,0.0660708026638626,"Hesperos: syngramma periodikon meta eikonōn; dis tou mēnos ekdidomenon en Leipsia.","","1881","1889","Continuing resource ceased publication (Dead status)","ell","ell",87,99,1881,1889
"101","32044057040743",38456,367522,9.55694820054088,0.35,0.285714285714286,0.036702071721527,"Neoi Pandektai ...","Kountouriōtēs, Nikolaos.","1905","1907","Multiple dates","ell","ell",87,96,1905,1907
"102","32044020181921",36594,361154,9.86921353227305,0.557422969187675,0.375,0.0991877538269291,"Opisanīe liturgicheskikh rukopiseĭ, khrani͡ashchikhsi͡a v biblīotekakh pravoslavnago Vostoka.","Dmitrievskiĭ, Alekseĭ","1895","1917","Multiple dates","rus","ell",86,98,1895,1917
"103","32044122919251",57354,357352,6.23063779335356,0.409090909090909,0.363636363636364,0.0292243121405254,"Hesperos: syngramma periodikon meta eikonōn; dis tou mēnos ekdidomenon en Leipsia.","","1881","1889","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1881,1889
"104","hn25ag",33268,355731,10.6928880605988,0.226130653266332,0.223618090452261,0.0163840166563775,"Herodiani historiarum libri octo,","Herodian.","1789","1805","Multiple dates","grc","ell",87,99,1789,1805
"105","32044057037129",40727,355169,8.72072580843175,0.423076923076923,0.384615384615385,0.0351263399693721,"Nomologia tou Areiou Pagou, apo tou etous 1835 mechri tou 1896.","Greece.","1897","","Single known date/probable date","ell","ell",87,100,1897,NA
"106","hw2p5g",45340,354921,7.82798853109837,0.380952380952381,0.238095238095238,0.0369909502262443,"To lavaron tou 21. Ethnikon historikon mythistorēma.","Kyriakos, Aristeidēs N.","1910","","Single known date/probable date","ell","ell",86,100,1910,NA
"107","32044098648140",53954,354604,6.57233940022983,0.275862068965517,0.275862068965517,0.0383215585527724,"Hestia.","","1876","1895","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1876,1895
"108","32044098909286",51828,352968,6.81037277147488,0.387755102040816,0.306122448979592,0.0495737290811494,"Ekklēsiastikē alētheia.","","1881","1923","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1881,1923
"109","32044057029449",37017,352735,9.5290001891023,0.230769230769231,0.192307692307692,0.0180505415162455,"Dikastikoi nomoi tes Hellados.","Greece.","1894","1905","Multiple dates","ell","ell",87,100,1894,1905
"110","hw2p5n",44352,350805,7.90956439393939,0.173913043478261,0.152173913043478,0.0262145262145262,"Kitsos kai Laphazanēs, prōtotypon historikon mythistorēma.","Kyriakos, Aristeidēs N.","1910","","Single known date/probable date","ell","ell",86,100,1910,NA
"111","32044057029456",35688,348928,9.7771800044833,0.333333333333333,0.333333333333333,0.0360193093204605,"Dikastikoi nomoi tes Hellados.","Greece.","1894","1905","Multiple dates","ell","ell",86,99,1894,1905
"112","32044122919293",57976,348797,6.01623085414654,0.325581395348837,0.232558139534884,0.0242388412651493,"Hesperos: syngramma periodikon meta eikonōn; dis tou mēnos ekdidomenon en Leipsia.","","1881","1889","Continuing resource ceased publication (Dead status)","ell","ell",87,100,1881,1889
"113","32044011697257",34871,348684,9.99925439476929,0.333333333333333,0.266666666666667,0.0315208825847124,"Ekklēsiastikōn kai politikōn tōn eis dōdeka vivlion Ēʹ, Thʹ kai Iʹ : ētoi ta meta tēn halōsin (1453-1789), ek cheirographou anekdotou tēs hieras monēs tou Sina","Hypsēlantēs, Athanasios Komnēnos.","1870","","Single known date/probable date","ell","ell",85,100,1870,NA
"114","hnnqbp",35886,345979,9.64105779412584,0.444444444444444,0.318181818181818,0.0857875514803015,"Lexikon enkyklopaideias periechon ta Kyriōtera ton epistēmōn kai technōn.","","1861","1864","Multiple dates","ell","ell",87,100,1861,1864
"115","32044098648728",38212,345240,9.03485815974039,0.347826086956522,0.347826086956522,0.060873489444918,"Parnassos : syngramma periodikon kata mēna ekdidomenon.","Philologikos Syllogos ""Parnassos.""","1877","1895","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1877,1895
"116","32044058204181",51791,340275,6.57015697708096,0.09375,0.0909090909090909,0.0475838394507526,"Hestia.","","1876","1895","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1876,1895
"117","32044089266811",38935,338891,8.70401951971234,0.142857142857143,0.142857142857143,0.0217643644805572,"Heureterion tes Hellenikes nomologias.","Iōannidēs, N.","1846","1857","Multiple dates","ell","ell",87,99,1846,1857
"118","32044122919269",55107,338506,6.14270419365961,0.35,0.214285714285714,0.0480404551201011,"Hesperos: syngramma periodikon meta eikonōn; dis tou mēnos ekdidomenon en Leipsia.","","1881","1889","Continuing resource ceased publication (Dead status)","ell","ell",86,100,1881,1889
"119","32044098648702",38370,336909,8.78053166536356,0.54639175257732,0.443298969072165,0.0877034358047016,"Parnassos : syngramma periodikon kata mēna ekdidomenon.","Philologikos Syllogos ""Parnassos.""","1877","1895","Continuing resource ceased publication (Dead status)","ell","ell",87,99,1877,1895
"120","hndc55",39906,334488,8.38189745902872,0.416666666666667,0.291666666666667,0.0840810900631439,"Historia tēs Hellēnikēs epanastaseōs","Pouqueville, F.-C.-H.-L.","1901","","Single known date/probable date","ell","ell",84,100,1901,NA
"121","32044092863539",49225,334129,6.7877907567293,0.633333333333333,0.5,0.0507346825616856,"Syngramma periodikon.","Hellēnikos Philologikos Syllogos (Istanbul, Turkey)","1863","1911","Continuing resource ceased publication (Dead status)","ell","ell",86,99,1863,1911
"122","32044057029431",35136,332822,9.47239298724955,0.5,0.409090909090909,0.043037672865999,"Dikastikoi nomoi tes Hellados.","Greece.","1894","1905","Multiple dates","ell","ell",87,100,1894,1905
"123","32044036446961",42514,332716,7.82603377710872,0.571428571428571,0.394366197183099,0.0659660107334526,"Patrologiae cursus completus ; omnium SS patrum, doctorum scriptorumque ecclesiasticorum.","Migne, J.-P.","1857","1887","Multiple dates","ell","ell",88,97,1857,1887
"124","32044083725978",35659,332661,9.32894921338232,0.260869565217391,0.260869565217391,0.0330413016270338,"Politikē epitheōrēsis. Dekapenthēmeron periodikon. Idrythē en Kōnstantinoupolei tēo 1910.","","1910","uuuu","Continuing resource status unknown","ell","ell",87,100,1910,NA
